ID,LABEL,Parent,definition,definition source,term editor,alternative label,seeAlso,CVX code,editor note,VAC adjuvant ID,term tracker item,has molecular receptor,has role,induces immune profile,equivalent axioms
VO:0005325,VSA-2 vaccine adjuvant,vaccine adjuvant,A vaccine adjuvant that is synthesized by derivatizing a natural Momordica saponin in one step.  VSA-2 is chemically stable. VSA-2 is much less toxic than QS-21.  VSA-2 is more Th1-biased than QS-21. Momordica saponins are isolated from widely available and sustainable sources.,https://vac.niaid.nih.gov/view?id=42|https://www.ncbi.nlm.nih.gov/pubmed/?term=32101001,Pengfei Wang|Wolfgang Leitner|Oliver He,VSA-2,,,"Pubmed References:
Chemical Nature: (1) Synthetic derivative of natural compound
Mechanism of Action: unknown
Immune profile induced: mixed Th1/Th2
Other Features/Characteristics: (1) synthetic saponin with lower toxicity and higher stability than QS21
By routes: SQ
Point of Contact: Pengfei Wang, University of Alabama
https://www.ncbi.nlm.nih.gov/pubmed/?term=32101001",42,,,,Th1/Th2 mixed immune profile,
VO:0005326,VSA-1 vaccine adjuvant,vaccine adjuvant,A vaccine adjuvant that is prepared by derivatizing a natural Momordica saponin in one chemical step. VSA-1 is chemically more stable than QS-21. VSA-1 is much less toxic than QS-21. The Momordica saponins are from sustainable sources and widely available.,https://vac.niaid.nih.gov/view?id=41|https://www.ncbi.nlm.nih.gov/pubmed/?term=31657920,Pengfei Wang|Wolfgang Leitner|Oliver He,VSA-1,,,"Pubmed References:
Chemical Nature: (1) Synthetic derivative of natural compound
Mechanism of Action: unknown
Immune profile induced: mixed Th1/Th2
Other Features/Characteristics: (1) synthetic saponin with lower toxicity and higher stability than QS21
By routes: SQ
Point of Contact: Pengfei Wang, University of Alabama
https://www.ncbi.nlm.nih.gov/pubmed/?term=31657920",41,,,,Th1/Th2 mixed immune profile,
VO:0005327,rOv-ASP-1 vaccine adjuvant,vaccine adjuvant,"A vaccine adjuvant that is a potent adjuvant for antibody and cellular responses to protein, polypeptide and small peptide antigens. rOv-ASP-1 stands for Recombinant Onchocerca volvulus activation-associated secreted protein-1.",https://vac.niaid.nih.gov/view?id=43|https://www.ncbi.nlm.nih.gov/pubmed/?term=1583768|https://www.ncbi.nlm.nih.gov/pubmed/?term=18341617|https://www.ncbi.nlm.nih.gov/pubmed/?term=18675867|https://www.ncbi.nlm.nih.gov/pubmed/?term=22615877|https://www.ncbi.nlm.nih.gov/pubmed/?term=24681229|https://www.ncbi.nlm.nih.gov/pubmed/?term=25736195|https://www.ncbi.nlm.nih.gov/pubmed/?term=26795365|https://www.ncbi.nlm.nih.gov/pubmed/?term=29764680|https://www.ncbi.nlm.nih.gov/pubmed/?term=32471056,Sara Lustigman|Wolfgang Leitner|Oliver He,Recombinant O. volvulus activation-associated secreted protein-1|rOv-ASP-1,,,"Pubmed References:
Chemical Nature: (1) Protein
Mechanism of Action: unknown
Immune profile induced: Th1
Other Features/Characteristics: (1) Induces CD8 T cells, (2) provides innate protection, (3) promotes antibody affinity maturation.
By routes: IM
Point of Contact: Sara Lustigman, New York Blood Center",43,,,,Th1-biased immune profile,
VO:0005329,dmLT vaccine adjuvant,vaccine adjuvant,A vaccine adjuvant that includes double mutant of heat-labile E. coli toxin (LT) at R192G/L211A or LT(R192G/L211A),https://vac.niaid.nih.gov/view?id=13|https://www.ncbi.nlm.nih.gov/pubmed/?term=19897067|https://www.ncbi.nlm.nih.gov/pubmed/?term=21288994|https://www.ncbi.nlm.nih.gov/pubmed/?term=22202122|https://www.ncbi.nlm.nih.gov/pubmed/?term=23541621|https://www.ncbi.nlm.nih.gov/pubmed/?term=24453241|https://www.ncbi.nlm.nih.gov/pubmed/?term=25111827|https://www.ncbi.nlm.nih.gov/pubmed/?term=25803825|https://www.ncbi.nlm.nih.gov/pubmed/?term=26018536|https://www.ncbi.nlm.nih.gov/pubmed/?term=26305793|https://www.ncbi.nlm.nih.gov/pubmed/?term=26540197|https://www.ncbi.nlm.nih.gov/pubmed/?term=3578125|https://www.ncbi.nlm.nih.gov/pubmed/?term=4927082|https://www.ncbi.nlm.nih.gov/pubmed/?term=5216441|https://www.ncbi.nlm.nih.gov/pubmed/?term=5461379|https://www.ncbi.nlm.nih.gov/pubmed/?term=6803349,Elizabeth Norton|Wolfgang Leitner|Oliver He,dmLT,,,"Chemical Nature: protein
Mechanism of Action: CGM1 ganglioside, cAMP, inflammasome
Immune profile induced: mixed Th1/Th17
Other Features/Characteristics: Induces mucosal immunity (IM, ID, SQ, SL, oral, , transcutaneous), Induces epitope spreading, Promotes antibody affinity maturation, Effective in newborns, promotes antibody epitope spreading
By routes: IM, ID, SL, oral, SQ, IN, IP, intragastric, transcutaneous, transdermal, buccal, intrarectal
Point of Contact: Elizabeth Norton, Tulane University

https://www.ncbi.nlm.nih.gov/pubmed/?term=21288994
https://www.ncbi.nlm.nih.gov/pubmed/?term=6803349
https://www.ncbi.nlm.nih.gov/pubmed/?term=26540197
https://www.ncbi.nlm.nih.gov/pubmed/?term=4927082
https://www.ncbi.nlm.nih.gov/pubmed/?term=26305793
https://www.ncbi.nlm.nih.gov/pubmed/?term=25111827
https://www.ncbi.nlm.nih.gov/pubmed/?term=24453241
https://www.ncbi.nlm.nih.gov/pubmed/?term=22202122
https://www.ncbi.nlm.nih.gov/pubmed/?term=25803825
https://www.ncbi.nlm.nih.gov/pubmed/?term=23541621
https://www.ncbi.nlm.nih.gov/pubmed/?term=26018536
https://www.ncbi.nlm.nih.gov/pubmed/?term=5461379
https://www.ncbi.nlm.nih.gov/pubmed/?term=3578125
https://www.ncbi.nlm.nih.gov/pubmed/?term=5216441
https://www.ncbi.nlm.nih.gov/pubmed/?term=19897067
https://www.ncbi.nlm.nih.gov/pubmed/?term=25944298
https://www.ncbi.nlm.nih.gov/pubmed/?term=6424635
https://www.ncbi.nlm.nih.gov/pubmed/?term=3916310
https://www.ncbi.nlm.nih.gov/pubmed/?term=4826740
https://www.ncbi.nlm.nih.gov/pubmed/?term=2884428
https://www.ncbi.nlm.nih.gov/pubmed/?term=30778066
https://www.ncbi.nlm.nih.gov/pubmed/?term=4893257
https://www.ncbi.nlm.nih.gov/pubmed/?term=28063704
https://www.ncbi.nlm.nih.gov/pubmed/?term=4375349
https://www.ncbi.nlm.nih.gov/pubmed/?term=28792004
https://www.ncbi.nlm.nih.gov/pubmed/?term=25765967
https://www.ncbi.nlm.nih.gov/pubmed/?term=25483682
https://www.ncbi.nlm.nih.gov/pubmed/?term=30638799
https://www.ncbi.nlm.nih.gov/pubmed/?term=21326197
https://www.ncbi.nlm.nih.gov/pubmed/?term=31757774
https://www.ncbi.nlm.nih.gov/pubmed/?term=31427449
https://www.ncbi.nlm.nih.gov/pubmed/?term=6957164
https://www.ncbi.nlm.nih.gov/pubmed/?term=33465933
https://www.ncbi.nlm.nih.gov/pubmed/?term=33465933
https://www.ncbi.nlm.nih.gov/pubmed/?term=33465933
https://www.ncbi.nlm.nih.gov/pubmed/?term=31641151
https://www.ncbi.nlm.nih.gov/pubmed/?term=27133878
https://www.ncbi.nlm.nih.gov/pubmed/?term=27676456
https://www.ncbi.nlm.nih.gov/pubmed/?term=27226279
https://www.ncbi.nlm.nih.gov/pubmed/?term=22406456
https://www.ncbi.nlm.nih.gov/pubmed/?term=30787109
https://www.ncbi.nlm.nih.gov/pubmed/?term=24403527
https://www.ncbi.nlm.nih.gov/pubmed/?term=24403527
https://www.ncbi.nlm.nih.gov/pubmed/?term=30563789
https://www.ncbi.nlm.nih.gov/pubmed/?term=31757774
https://www.ncbi.nlm.nih.gov/pubmed/?term=30473185
https://www.ncbi.nlm.nih.gov/pubmed/?term=30248001
https://www.ncbi.nlm.nih.gov/pubmed/?term=24049109
https://www.ncbi.nlm.nih.gov/pubmed/?term=30797634
https://www.ncbi.nlm.nih.gov/pubmed/?term=31482013
https://www.ncbi.nlm.nih.gov/pubmed/?term=29771685
https://www.ncbi.nlm.nih.gov/pubmed/?term=31757774
https://www.ncbi.nlm.nih.gov/pubmed/?term=25444830

Clinical trials:
https://clinicaltrials.gov/ct2/show/NCT03922061
https://clinicaltrials.gov/ct2/show/NCT04232943
https://clinicaltrials.gov/ct2/show/NCT02531685
https://clinicaltrials.gov/ct2/show/NCT02052934
https://clinicaltrials.gov/ct2/show/NCT02531802
https://clinicaltrials.gov/ct2/show/NCT01147445
https://clinicaltrials.gov/ct2/show/NCT03548064
https://clinicaltrials.gov/ct2/show/ NCT01739231
https://clinicaltrials.gov/ct2/show/NCT03404674
https://clinicaltrials.gov/ct2/show/NCT03729219
https://clinicaltrials.gov/ct2/show/NCT04826094",13,,,,Th1/Th17 mixed immune profile,
VO:0005330,CPDI-01 vaccine adjuvant,vaccine adjuvant,,https://pubmed.ncbi.nlm.nih.gov/10516626/|https://pubmed.ncbi.nlm.nih.gov/10799917/|https://pubmed.ncbi.nlm.nih.gov/12538044/|https://pubmed.ncbi.nlm.nih.gov/19428909/|https://pubmed.ncbi.nlm.nih.gov/21723901/|https://pubmed.ncbi.nlm.nih.gov/9013982/|https://vac.niaid.nih.gov/view?id=39,Joseph Vetro|Wolfgang Leitner|Oliver He,CPDI-01,,,"Chemical Nature: (1) other (Peptide)
Mechanism of Action: C5aR1 on mononuclear phagocytes
Immune profile induced: mixed Th1/Th2
Other Features/Characteristics: (1) Induces CD8 T cells, (2) provides innate protection, (3) promotes antibody affinity maturation.
By routes: SQ, IP, IV.
Point of Contact: Joseph Vetro, University of Nebraska Medical Center
https://pubmed.ncbi.nlm.nih.gov/9013982/, https://pubmed.ncbi.nlm.nih.gov/9013982/, https://pubmed.ncbi.nlm.nih.gov/10516626/, https://pubmed.ncbi.nlm.nih.gov/10799917/, https://pubmed.ncbi.nlm.nih.gov/10799917/, https://pubmed.ncbi.nlm.nih.gov/12538044/, https://pubmed.ncbi.nlm.nih.gov/19428909/, https://pubmed.ncbi.nlm.nih.gov/21723901/",39,,,,Th1/Th2 mixed immune profile,
VO:0005337,UM-3005 vaccine adjuvant,vaccine adjuvant,"A vaccine adjuvant that includes UM-3005, a small molecule TLR7/8 agonist that can stimulate Th1-biased immune profile.",https://vac.niaid.nih.gov/view?id=47|https://www.ncbi.nlm.nih.gov/pubmed/32210973,Helene Bazin-Lee|Wolfgang Leitner|Oliver He|Ani M. Bernardi,UM-3005,,,"Chemical Nature: (1) small molecule
Mechanism of Action: TLR7/8 agonist
Immune profile induced: Th1-biased
Route of immunization: IM
Point of Contact: Helene Bazin-Lee, InImmune",47,,,TLR7 receptor role|TLR8 receptor role,Th1-biased immune profile,
VO:0005353,UM-3004 vaccine adjuvant,vaccine adjuvant,"A vaccine adjuvant that includes UM-3004, a small molecule TLR7/8 agonist that can stimulate Th1-biased immune profile.",https://vac.niaid.nih.gov/view?id=46|https://www.ncbi.nlm.nih.gov/pubmed/32210973,Helene Bazin-Lee|Wolfgang Leitner|Oliver He|Ani M. Bernardi,UM-3004,,,"Chemical Nature: (1) small molecule
Mechanism of Action: TLR7/8 agonist
Immune profile induced: Th1-biased
Route of immunization: IM
Point of Contact: Helene Bazin-Lee, University of Montana",46,,,TLR7 receptor role|TLR8 receptor role,Th1-biased immune profile,
VO:0005354,UM-3003 vaccine adjuvant,vaccine adjuvant,"A vaccine adjuvant that includes UM-3003, a small molecule TLR7/8 agonist that can stimulate Th1-biased immune profile.",https://vac.niaid.nih.gov/view?id=45|https://www.ncbi.nlm.nih.gov/pubmed/32210973,Helene Bazin-Lee|Wolfgang Leitner|Oliver He|Ani M. Bernardi,UM-3003,,,"Chemical Nature: (1) small molecule
Mechanism of Action: TLR7/8 agonist
Immune profile induced: Th1-biased
Route of immunization: IM
Point of Contact: Helene Bazin-Lee, University of Montana",45,,,TLR7 receptor role|TLR8 receptor role,Th1-biased immune profile,
VO:0005355,LTA1 vaccine adjuvant,vaccine adjuvant,"A vaccine adjuvant made from the A subunit of heat-labile (LT) enterotoxin of Enterotoxigenic Escherichia coli (ETEC). This LTA1 adjuvant is able to induce Th1, Th2, and Th17 immune responses.",https://vac.niaid.nih.gov/view?id=44|https://www.ncbi.nlm.nih.gov/pubmed/22526674|https://www.ncbi.nlm.nih.gov/pubmed/26305793|https://www.ncbi.nlm.nih.gov/pubmed/31427449|https://www.ncbi.nlm.nih.gov/pubmed/31641151|https://www.ncbi.nlm.nih.gov/pubmed/31929548|https://www.ncbi.nlm.nih.gov/pubmed/33986280|https://www.ncbi.nlm.nih.gov/pubmed/34516780|https://www.ncbi.nlm.nih.gov/pubmed/6957164,Elizabeth Norton|Wolfgang Leitner|Oliver He|Ani M. Bernardi,LTA1,,,"Chemical Nature: (1) Protein
Mechanism of Action: cAMP, inflammasome induction
Immune profile induced: mixed Th1/Th2/Th17
Other Features/Characteristics: (1) Induces mucosal immunity, (2) Induces epitope spreading, (3) Promotes antibody affinity maturation, (4) Promotes antibody epitope spreading, (5) High stability
Route of immunization: IM, IN, SL, ID, IP
Point of Contact: Elizabeth Norton, Tulane University",44,,,,Th1-biased immune profile|Th17 immune profile|Th2-biased immune profile,
VO:0005356,Adjuvax vaccine adjuvant,carbohydrate vaccine adjuvant,A carbohydrate vaccine adjuvant that is a glucan carbohydrate microcapsules with a β(1-3)/β(1-6) - linked glucan structure to allow targeting of antigens to macrophages or neutrophils through interactions with the β-glucan receptor found uniquely on the surface of these cell types. Adjuvax- ligand complexes are formed by physically entrapping or crosslinking the ligand within the β-glucan.,DOI: 10.1021,Randi Vita|Oliver He,,,,,,,,,,
VO:0005357,Advax-CpG vaccine adjuvant,vaccine adjuvant,A vaccine adjuvant that includes an inulin-based polysaccharide (Advax) and a CpG oligodeoxynucleotide (ODN).,https://pubmed.ncbi.nlm.nih.gov/32636840/|https://www.ncbi.nlm.nih.gov/pubmed/?term=32849580|https://www.ncbi.nlm.nih.gov/pubmed/?term=33301675|https://www.ncbi.nlm.nih.gov/pubmed/?term=34069575,Nikolai Petrovsky|Wolfgang Leitner|Oliver He,Advax-2|Advax-SM|Advax-CpG,,,"Pubmed References:Chemical Nature: (1) combination adjuvant
Mechanism of Action: (1) complement, (2) dendritic cells, (3) other/unknown, (4) TLR9 Immune profile induced: mixed Th1
Other Features/Characteristics: (1) induces CD8 T cells, (2) provides innate protection, (3) anti-inflammatory, (4) promotes antibody affinity maturation, (5) effective in newborns, (6) high stability
By routes: SQ, IM
Point of Contact: Nikolai Petrovsky, Vaxine LTD",,,,,Th1-biased immune profile,
VO:0005358,AS01B vaccine adjuvant,combination vaccine adjuvant,"A combination vaccine adjuvant includes 3-O-desacyl-4’-monophosphoryl lipid A (MPL) from Salmonella minnesota and a saponin molecule (QS-21) purified from plant extract Quillaja saponaria Molina, combined in a liposomal formulation consisting of dioleoyl phosphatidylcholine (DOPC) and cholesterol in phosphate-buffered saline solution.","https://www.fda.gov/media/107538/download#:~:text=The%20AS01B%20adjuvant%20suspension%20is,DOPC)%20and%20cholesterol%20in%20phosphate%2D",Randi Vita|Oliver He,,,,,,,,,,
VO:0005359,AS02A vaccine adjuvant,AS02 vaccine adjuvant,"An AS02 vaccine adjuvant contains 50 ug MPL and 50ug QS21, 250uL of SB62 (oil/water emulsion) in phosphate buffered saline (PBS) per volume of 0.5 mL.",https://clinicaltrials.gov/ct2/show/NCT00308061,,As02a,,,,,,,,,
VO:0005360,chitosan vaccine adjuvant,carbohydrate vaccine adjuvant,A carbohydrate vaccine adjuvant that is aminoglycan consisting of β-(1→4)-linked D-glucosamine residues.,CHEBI:16261|PMID:24346613,Randi Vita|Oliver He,,,,,,,,,,
VO:0005361,Montanide IMS 1313 vaccine adjuvant,Montanide vaccine adjuvant,A Montanide vaccine adjuvant that is a water-dispersed liquid IMS 1313 nanoparticle combined with an immuno-stimulating compound.,https://scialert.net/abstract/?doi=ijps.2018.167.174,Randi Vita|Oliver He,IMS 1313 N VGPR|IMS-1313,,,,,,,,,
VO:0005362,Montanide ISA 206 vaccine adjuvant,Montanide vaccine adjuvant,A water-dispersed liquid nanoparticle combined with an immuno-stimulating compound.,PMID:8961504,Randi Vita|Oliver He,ISA-206,,,,,,,,,
VO:0005363,Montanide ISA 50 vaccine adjuvant,Montanide vaccine adjuvant,"A Montanide vaccine adjuvant that Mannide oleate derivative in a mineral oil solution ( Seppic SA, France).",http://vetarhiv.vef.unizg.hr/papers/74-2/raman.pdf,Randi Vita|Oliver He,ISA-50,,,,,,,,,
VO:0005364,Tomatine vaccine adjuvant,carbohydrate vaccine adjuvant,"A carbohydrate vaccine adjuvant that is tomatidine in which the hydroxy group at position 3 is linked to lycotetraose, a tetrasaccharide composed of two units of D-glucose, one unit of D-xylose, and one unit of D-galactose.",CHEBI:9630,Randi Vita|Oliver He,,,,,,,,,,
VO:0005365,Zymosan vaccine adjuvant,carbohydrate vaccine adjuvant,A carbohydrate vaccine adjuvant that polysaccharide prepared from the cell wall of Saccaromyces cerevisiae (bakers' yeast).,PMID:11380697,Randi Vita|Oliver He,,,,,,,,,,
VO:0005366,XtendIII vaccine adjuvant,emulsion vaccine adjuvant,"An emulsion vaccine adjuvant that is oil-based adjuvant (Adjuvant XtendIII®; Grand Laboratories, Larchwood, IA).",,Randi Vita|Oliver He,,,,,,,,,,
VO:0005367,MPL + TDM vaccine adjuvant,microbial derivative vaccine adjuvant,A microbial derivative vaccine adjuvant that is monophosphoryl lipid A (detoxified endotoxin) from S. minnesota (MPL) and synthetic trehalose dicorynomycolate (TDM) in 2% oil (squalene)-Tween 80-water.,https://www.sigmaaldrich.com/US/en/product/sigma/m6536,Randi Vita|Oliver He,Monophosphoryl-lipid A + Trehalose dicorynomycolate,,,,,,,,,
VO:0005368,Syntex Adjuvant Formulation,muramyl dipeptide vaccine adjuvant,A muramyl dipeptide vaccine adjuvant that muramyl dipeptide derivative (threonyl-MDP) in an oil-in-water (o/w) emulsion vehicle.,https://link.springer.com/protocol/10.1385/1-59259-083-7:229,Randi Vita|Oliver He,SAF,,,,,,,,,
VO:0005369,dibutyl phthalate vaccine adjuvant,vaccine adjuvant,A vaccine adjuvant that diester obtained by the formal condensation of the carboxy groups of phthalic acid with two molecules of butan-1-ol.,CHEBI:34687|PMID:26319029,Randi Vita|Oliver He,DBP,,,,,,,,Th17 immune profile,
VO:0005370,glycerol vaccine adjuvant,vaccine adjuvant,A vaccine adjuvant that includes naturally occurring trivalent alcohol.,https://academic.oup.com/cid/article/45/10/1277/277413,Randi Vita|Oliver He,"glycerine, 1, 2, 3-propanetriol",,,,,,,,Th17 immune profile,
VO:0005371,Pam3Cys vaccine adjuvant,vaccine adjuvant,A vaccine adjuvant includes three palmitic acid groups that are bound in an ester and amide linkage to a cysteine residue.,PMID:24130558,Randi Vita|Oliver He,Tripalmitoyl-S-glyceryl-cysteine,,,,,,,,Th17 immune profile,
VO:0005372,Vaxfectin vaccine adjuvant,vaccine adjuvant,"A vaccine adjuvant that is equimolar mixture of the cationic lipid GAP-DMORIE [(±)-N-(3-aminopropyl)-N,N-dimethyl-2,3-bis(cis-9-tetradecenyloxy)-1-propanaminium bromide)] and a neutral colipid DPyPE (1,2-diphytanoyl-sn-glydero-3-phosphoethanolamine).",PMID:21118032,Randi Vita|Oliver He,,,,,,,,,Th17 immune profile,
VO:0005375,T-vant vaccine adjuvant,vaccine adjuvant,"A vaccine adjuant that is derived from Salmonella enterica serovar typhimurium and is able to induce Th1/Th2/Th17 immune responses through the mechanism of action of TLR4, inflammasome, and DC activation.",https://vac.niaid.nih.gov/view?id=61|https://www.ncbi.nlm.nih.gov/pubmed/?term=33498352|https://www.ncbi.nlm.nih.gov/pubmed/?term=34069796,Lisa Morici|Wolfgang Leitner|Oliver He,T-vant,,,"Chemical Nature: other
Mechanism of Action: TLR4; inflammasome; DC activation
Immune profile induced: Th1/Th2/Th17
Receptor: TLR4, NLRP3
Storage information: -20 or -80C
Point of Contact: Lisa Morici, Tulane University",61,,"NACHT, LRR and PYD domains-containing protein 3|Toll-like receptor 4",NLRP3 receptor role|TLR4 receptor role,Th1/Th2/Th17 mixed immune profile,
VO:0005379,PIKA vaccine adjuvant,vaccine adjuvant,,https://vac.niaid.nih.gov/view?id=55|https://www.ncbi.nlm.nih.gov/pubmed/?term=17484805|https://www.ncbi.nlm.nih.gov/pubmed/?term=20538850|https://www.ncbi.nlm.nih.gov/pubmed/?term=21468931|https://www.ncbi.nlm.nih.gov/pubmed/?term=26765968|https://www.ncbi.nlm.nih.gov/pubmed/?term=28118938|https://www.ncbi.nlm.nih.gov/pubmed/?term=29174316|https://www.ncbi.nlm.nih.gov/pubmed/?term=34766005,Xiaoliang Ren|Wolfgang Leitner|Oliver He,PIKA,,,"Chemical Nature: Nucleic Acid
Mechanism of Action: TLR/RLR-agonist
Immune profile induced: Th1/Th2

Route of immunization: IM and IN
Point of Contact: Xiaoliang Ren, Yisheng Bio

Ongoing clinical trial:
https://clinicaltrials.gov/ct2/show/NCT02657161
https://clinicaltrials.gov/ct2/show/NCT02956421",55,,,,Th1/Th2 mixed immune profile,
VO:0005380,Mastoparan 7 vaccine adjuvant,vaccine adjuvant,,https://vac.niaid.nih.gov/view?id=53|https://www.ncbi.nlm.nih.gov/pubmed/?term=31068425|https://www.ncbi.nlm.nih.gov/pubmed/?term=32047657|https://www.ncbi.nlm.nih.gov/pubmed/?term=34566991,Herman Staats|Wolfgang Leitner|Oliver He,Mastoparan 7,,,"Chemical Nature: peptide
Mechanism of Action: activation of mast cells, epithelial cells, macrophages and dendritic cells
Immune profile induced: Th2-biased

Route of immunization: IM and IN
Point of Contact: Herman Staats, Duke University",53,,,,Th2-biased immune profile,
VO:0005381,Mast cell activator small molecules vaccine adjuvant,vaccine adjuvant,,https://vac.niaid.nih.gov/view?id=54|https://www.ncbi.nlm.nih.gov/pubmed/?term=34566991,Herman Staats|Wolfgang Leitner|Oliver He,Mast cell activator small molecules,,,"Chemical Nature: small molecule
Mechanism of Action: mast cell activation
Immune profile induced: Th2-biased

Route of immunization: IN
Point of Contact: Herman Staats, Duke University",54,,,,Th2-biased immune profile,
VO:0005382,Precision Vaccines Program (PVP)-037 vaccine adjuvant,vaccine adjuvant,,https://vac.niaid.nih.gov/view?id=56,Ofer Levy|Wolfgang Leitner|Oliver He,Precision Vaccines Program (PVP)-037,,,"Chemical Nature: small molecule
Mechanism of Action: Innate Immune Activation
Immune profile induced: Th1-biased

Route of immunization: IM
Point of Contact: Ofer Levy, Precision Vaccines Program at Boston Children's Hospital",56,,,,Th1-biased immune profile,
VO:0005383,BECC470s vaccine adjuvant,vaccine adjuvant,,https://vac.niaid.nih.gov/view?id=60,Robert Ernst|Wolfgang Leitner|Oliver He,BECC470s,,,"Chemical Nature: small molecule
Mechanism of Action: TLR4 agonist
Immune profile induced: Th1/Th2

Route of immunization: IM and IN
Point of Contact: Robert Ernst, University of Maryland - Baltimore",60,,,,Th1/Th2 mixed immune profile,
VO:0005384,TRAC478 vaccine adjuvant,vaccine adjuvant,,https://vac.niaid.nih.gov/view?id=48,Helene Bazin-Lee|Wolfgang Leitner|Oliver He,TRAC478,,,"Chemical Nature: small molecule
Mechanism of Action: innate immune activation
Immune profile induced: Th1-biased
Route of immunization: IM
Point of Contact: Helene Bazin-Lee, University of Montana",48,,,,Th1-biased immune profile,
VO:0005385,GLA-3M-052-LS vaccine adjuvant,vaccine adjuvant,,https://vac.niaid.nih.gov/view?id=58|https://www.ncbi.nlm.nih.gov/pubmed/?term=34248966|https://www.ncbi.nlm.nih.gov/pubmed/?term=34795290,Christopher Fox|Wolfgang Leitner|Oliver He,GLA-3M-052-LS,,,"Chemical Nature: small molecule
Mechanism of Action: innate immune activation
Immune profile induced: Th1/Th17

Route of immunization: IM and IN
Point of Contact: Christopher Fox, AAHI",58,,,,Th1/Th17 mixed immune profile,
VO:0005386,3M-052-SE vaccine adjuvant,vaccine adjuvant,,https://vac.niaid.nih.gov/view?id=57|https://www.ncbi.nlm.nih.gov/pubmed/?term=28429728|https://www.ncbi.nlm.nih.gov/pubmed/?term=30089691|https://www.ncbi.nlm.nih.gov/pubmed/?term=32213623|https://www.ncbi.nlm.nih.gov/pubmed/?term=34131024|https://www.ncbi.nlm.nih.gov/pubmed/?term=34972105|https://www.ncbi.nlm.nih.gov/pubmed/?term=35572573,Christopher Fox|Wolfgang Leitner|Oliver He,3M-052-SE,,,"Chemical Nature: small molecule
Mechanism of Action: innate immune activation
Immune profile induced: Th1-biased

Route of immunization: IM
Point of Contact: Christopher Fox, AAHI",57,,,,Th1-biased immune profile,
VO:0005387,3M-052-Alum vaccine adjuvant,vaccine adjuvant,,https://vac.niaid.nih.gov/view?id=59|https://www.ncbi.nlm.nih.gov/pubmed/?term=27847326|https://www.ncbi.nlm.nih.gov/pubmed/?term=32561559|https://www.ncbi.nlm.nih.gov/pubmed/?term=33971664|https://www.ncbi.nlm.nih.gov/pubmed/?term=34117252|https://www.ncbi.nlm.nih.gov/pubmed/?term=34266981,Christopher Fox|Wolfgang Leitner|Oliver He,3M-052-Alum,,,"Chemical Nature: small molecule
Mechanism of Action: innate immune activation
Immune profile induced: Th1-biased

Route of immunization: IM
Point of Contact: Christopher Fox, AAHI

Clinical trials:
https://clinicaltrials.gov/ct2/show/NCT04177355
https://clinicaltrials.gov/ct2/show/NCT04915768
https://clinicaltrials.gov/ct2/show/NCT05197712",59,,,,Th1-biased immune profile,
VO:0005388,SWE vaccine adjuvant,vaccine adjuvant,,https://vac.niaid.nih.gov/view?id=50|https://www.ncbi.nlm.nih.gov/pubmed/?term=30849373|https://www.ncbi.nlm.nih.gov/pubmed/?term=32411401,Patrice Dubois|Wolfgang Leitner|Oliver He,SWE,,,"Chemical Nature: (1) emulsion
Mechanism of Action: unknown
Immune profile induced: Th1/Th17

Route of immunization: IM
Point of Contact: Patrice Dubois, Vaccine Formulation Institute

Clinical trial:
https://clinicaltrials.gov/ct2/show/NCT04702178",50,,,,Th1/Th17 mixed immune profile,
VO:0005389,SQ vaccine adjuvant,vaccine adjuvant,,https://vac.niaid.nih.gov/view?id=52|https://www.ncbi.nlm.nih.gov/pubmed/?term=33688647,Patrice Dubois|Wolfgang Leitner|Oliver He,SQ,,,"Chemical Nature: (1) Emulsion (with Saponin)
Mechanism of Action: unknown
Immune profile induced: Th1-biased

Route of immunization: IM
Point of Contact: Patrice Dubois, Vaccine Formulation Institute",52,,,,Th1-biased immune profile,
VO:0005390,LQ vaccine adjuvant,vaccine adjuvant,,https://vac.niaid.nih.gov/view?id=51|https://www.ncbi.nlm.nih.gov/pubmed/?term=32156809|https://www.ncbi.nlm.nih.gov/pubmed/?term=33688647,Patrice Dubois|Wolfgang Leitner|Oliver He,LQ,,,"Chemical Nature: (1) other (liposome with Saponin)
Mechanism of Action: unknown
Immune profile induced: Th1-biased

Route of immunization: IM
Point of Contact: Patrice Dubois, Vaccine Formulation Institute",51,,,,Th1-biased immune profile,
VO:0005419,MicroCrystalline Tyrosine vaccine adjuvant,vaccine adjuvant,,https://vac.niaid.nih.gov/view?id=25|https://www.ncbi.nlm.nih.gov/pubmed/?term=28347293|https://www.ncbi.nlm.nih.gov/pubmed/?term=28468322|https://www.ncbi.nlm.nih.gov/pubmed/?term=28953265|https://www.ncbi.nlm.nih.gov/pubmed/?term=29592962,Matthew Heath|Wolfgang Leitner|Oliver He|Ani Bernardi|Ari Joffe,MCT|MCT vaccine adjuvant|MicroCrystalline Tyrosine,,,"Chemical Nature: other
Mechanism of Action: Activation of APCs, activation of T cells and stimulating B cell proliferation (IgG)
Immune profile induced: Th1-biased

Route of immunization: IM and SQ
Point of Contact: Matthew Heath, Allergy Therapeutics (UK) Ltd",25,,,,Th1-biased immune profile,
